"","hpv_1","uptake_mean","uptake_max"
"76",50.5,0.0553599999999996,0.0553599999999996
"77",50.6,0.0521599999999999,0.0521599999999999
"78",50.7,0.0502400000000002,0.0502400000000002
"79",50.8,0.05,0.0552
"80",51.2,0.0507199999999997,0.0507199999999997
"81",51.3,0.0484799999999996,0.0486399999999996
"82",51.6,0.0475200000000001,0.0475200000000001
"83",51.9,0.0500799999999998,0.0500799999999998
"84",52.3,0.0534399999999998,0.0534399999999998
"85",52.6,0.0519999999999996,0.0519999999999996
"86",52.9,0.0507199999999997,0.0507199999999997
"87",55.2,0.05152,0.05152
"88",55.5,0.0500799999999998,0.0500799999999998
"89",55.9,0.0508800000000001,0.0508800000000001
"90",56.2,0.0503999999999998,0.0503999999999998
"91",56.7,0.0529600000000002,0.0529600000000002
"92",57.1,0.0521599999999999,0.0521599999999999
"93",57.5,0.0550399999999996,0.0550399999999996
"94",58.1,0.0550399999999996,0.0550399999999996
"95",58.3,0.0516799999999996,0.0516799999999996
"96",58.6,0.0499200000000002,0.0499200000000002
"97",59.2,0.0513599999999997,0.0513599999999997
"98",60.9,0.0571199999999997,0.0571199999999997
"99",61,0.0546133333333332,0.0588799999999999
"100",61.1,0.0547199999999996,0.0553599999999996
"101",63,0.0598399999999998,0.06096
"102",63.2,0.0592800000000001,0.0603200000000001
"103",63.8,0.0622399999999999,0.0622399999999999
"104",64.5,0.0588799999999999,0.0588799999999999
"105",65.1,0.0606400000000001,0.0606400000000001
"106",65.4,0.0576000000000001,0.0576000000000001
"107",65.9,0.0583999999999996,0.0583999999999996
"108",66.2,0.0593600000000002,0.0593600000000002
"109",66.7,0.0635199999999998,0.0635199999999998
"110",67,0.0566400000000002,0.0566400000000002
"111",67.4,0.0611199999999997,0.0611199999999997
"112",69.5,0.0627200000000002,0.0627200000000002
"113",70.4,0.0656533333333331,0.0699199999999998
"114",70.5,0.0697600000000001,0.0697600000000001
"115",70.6,0.0656533333333331,0.0699199999999998
"116",70.7,0.06432,0.06432
"117",71.1,0.0641599999999997,0.0641599999999997
"118",72.8,0.06768,0.06768
"119",73.1,0.0726399999999998,0.0726399999999998
"120",73.8,0.0678399999999996,0.0678399999999996
"121",74.2,0.0719999999999999,0.0719999999999999
"122",74.5,0.07104,0.07104
"123",74.9,0.0711999999999996,0.0711999999999996
"124",75.2,0.0716799999999999,0.0716799999999999
"125",75.6,0.0702399999999997,0.0702399999999997
"126",76,0.0697600000000001,0.0697600000000001
"127",78.3,0.068,0.068
"128",78.7,0.0726399999999998,0.0726399999999998
"129",78.9,0.0745599999999996,0.0745599999999996
"130",79,0.0756799999999998,0.0756799999999998
"131",79.7,0.0784959999999999,0.0828800000000001
"132",81.3,0.08688,0.08688
"133",81.6,0.0843199999999996,0.0843199999999996
"134",81.9,0.0833599999999997,0.0833599999999997
"135",82.2,0.0806399999999996,0.0806399999999996
"136",82.5,0.08752,0.08752
"137",83.1,0.0863999999999997,0.0863999999999997
"138",83.9,0.0860799999999998,0.0860799999999998
"139",84.1,0.0870399999999996,0.0870399999999996
"140",84.4,0.0851199999999999,0.0851199999999999
"141",86.7,0.0862400000000001,0.0862400000000001
"142",87.1,0.0891199999999998,0.0891199999999998
"143",87.6,0.09024,0.09024
"144",87.7,0.08752,0.08752
"145",88,0.0872,0.0872
"146",88.3,0.0892800000000001,0.0892800000000001
"147",88.5,0.08992,0.08992
"148",88.9,0.0916800000000002,0.0916800000000002
"149",89.8,0.10368,0.11088
"150",90.3,0.0941333333333333,0.0967999999999996
"151",90.6,0.09308,0.0945599999999999
"152",90.7,0.09328,0.09328
"153",90.8,0.0930399999999998,0.0937599999999996
